Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Type
PS,1997,Action,2300000,2460000,200000,280000,console
PS2,2007,Role-Playing,220000,200000,160000,50000,console
Wii,2009,Simulation,0,20000,0,0,console
PSP,2005,Shooter,120000,0,0,10000,portable
X360,2013,Fighting,290000,170000,10000,40000,console
PSP,2005,Sports,230000,0,0,20000,portable
GBA,2007,Adventure,160000,60000,0,0,portable
PS2,2005,Action,990000,630000,290000,190000,console
PS3,2007,Shooter,330000,240000,0,110000,console
PS2,2007,Fighting,1150000,0,760000,1090000,console
PSP,2010,Action,0,0,720000,0,portable
Wii,2008,Sports,160000,0,0,10000,console
PS2,2006,Action,50000,40000,0,10000,console
DS,2009,Action,0,0,90000,0,portable
Wii,2010,Platform,100000,0,10000,10000,console
PSP,2011,Misc,0,0,330000,0,portable
PS,1996,Shooter,370000,250000,0,40000,console
PS,2001,Shooter,130000,90000,0,20000,console
DS,2008,Action,0,0,30000,0,portable
PS,1998,Racing,210000,140000,0,20000,console
GC,2004,Shooter,20000,0,0,0,console
GC,2005,Sports,980000,380000,200000,40000,console
N64,1998,Sports,1020000,40000,0,10000,console
PS2,2002,Sports,0,0,20000,0,console
PS2,2000,Sports,130000,100000,0,40000,console
PS3,2009,Sports,750000,10000,10000,70000,console
PS2,2005,Sports,740000,30000,0,120000,console
X360,2011,Action,700000,500000,20000,120000,console
GC,2002,Shooter,460000,120000,0,20000,console
PS2,2005,Role-Playing,180000,140000,290000,50000,console
GBA,2003,Platform,140000,50000,0,0,portable
Wii,2011,Action,100000,70000,0,20000,console
Wii,2006,Adventure,240000,20000,0,20000,console
PS2,2008,Platform,210000,0,0,540000,console
XB,2006,Platform,70000,20000,0,0,console
X360,2011,Misc,30000,0,0,0,console
Wii,2008,Action,450000,100000,40000,50000,console
Wii,2008,Sports,1200000,900000,0,240000,console
PSP,2014,Adventure,0,0,10000,0,portable
PS2,2002,Misc,280000,220000,0,70000,console
PC,2009,Strategy,30000,80000,0,20000,pc
3DS,2015,Action,0,0,20000,0,portable
PS,1996,Sports,1150000,200000,0,50000,console
PS2,2003,Sports,140000,110000,0,40000,console
PS2,2010,Action,130000,220000,10000,230000,console
XB,2006,Platform,70000,20000,0,0,console
PSP,2008,Action,30000,0,0,0,portable
GC,2006,Action,750000,190000,0,30000,console
PS,1997,Sports,1410000,60000,0,40000,console
PS2,2001,Misc,150000,120000,0,40000,console
PS2,2006,Adventure,0,0,20000,0,console
DS,2011,Action,110000,20000,0,10000,portable
PS2,2010,Adventure,0,0,30000,0,console
PS3,2011,Action,0,0,100000,0,console
N64,1998,Sports,110000,390000,0,30000,console
PS2,2007,Sports,200000,150000,0,50000,console
X360,2011,Sports,120000,0,0,10000,console
PS2,2001,Sports,0,0,120000,0,console
PC,2016,Strategy,0,10000,0,0,pc
GC,2006,Racing,720000,190000,0,30000,console
XB,2005,Action,680000,380000,0,50000,console
XB,2003,Sports,60000,20000,0,0,console
PS2,2006,Action,150000,120000,340000,40000,console
XB,2002,Sports,70000,20000,0,0,console
Wii,2010,Racing,10000,0,0,0,console
GBA,2004,Fighting,360000,130000,0,10000,portable
XB,2003,Strategy,60000,20000,0,0,console
PS2,2002,Action,860000,670000,0,220000,console
N64,1999,Misc,140000,40000,0,0,console
2600,1981,Action,550000,30000,0,10000,console
DS,2010,Simulation,410000,110000,0,40000,portable
Wii,2011,Role-Playing,0,10000,250000,0,console
GC,2007,Action,30000,10000,0,0,console
XB,2005,Action,30000,10000,0,0,console
Wii,2010,Strategy,0,0,30000,0,console
N64,1999,Fighting,630000,150000,0,10000,console
PS2,2008,Misc,190000,150000,0,50000,console
Wii,2008,Action,1230000,300000,0,140000,console
Wii,2009,Shooter,20000,0,0,0,console
PS3,2015,Simulation,110000,280000,0,70000,console
XOne,2015,Misc,350000,40000,0,40000,console
X360,2007,Action,510000,50000,0,50000,console
PS2,2004,Misc,110000,90000,0,30000,console
PS3,2009,Strategy,0,20000,0,10000,console
PS,1998,Platform,990000,640000,0,80000,console
GC,2003,Racing,10000,0,0,0,console
PS3,2008,Sports,1560000,150000,0,180000,console
PS2,2005,Sports,740000,30000,0,120000,console
PS2,2005,Action,240000,180000,910000,60000,console
PS3,2010,Misc,0,0,30000,0,console
N64,1999,Shooter,130000,30000,0,0,console
XB,2005,Strategy,110000,30000,0,10000,console
PC,2009,Shooter,10000,10000,0,0,pc
Wii,2011,Misc,0,170000,0,30000,console
DS,2010,Misc,140000,10000,0,10000,portable
N64,1998,Action,260000,60000,0,0,console
PSV,2014,Adventure,0,0,10000,0,portable
XB,2002,Shooter,290000,330000,0,10000,console
PSP,2010,Role-Playing,0,0,30000,0,portable
PS2,2009,Racing,20000,20000,0,10000,console
XB,2003,Racing,230000,70000,0,10000,console
PS3,2014,Role-Playing,50000,40000,60000,20000,console
PS,1995,Shooter,150000,100000,0,20000,console
PS3,2014,Shooter,220000,400000,10000,140000,console
SNES,1991,Strategy,0,0,180000,0,console
PS3,2013,Shooter,280000,170000,0,80000,console
PSP,2010,Shooter,120000,130000,0,80000,portable
X360,2008,Racing,120000,60000,0,20000,console
PS,2000,Racing,580000,390000,0,70000,console
PSP,2011,Adventure,0,0,30000,0,portable
DS,2010,Adventure,130000,60000,0,20000,portable
Wii,2008,Sports,360000,0,0,30000,console
GBA,2002,Sports,130000,50000,0,0,portable
X360,2009,Racing,320000,400000,0,90000,console
PS2,2004,Strategy,40000,30000,0,10000,console
PS2,2003,Racing,90000,70000,0,20000,console
GBA,2002,Action,190000,70000,0,0,portable
PC,2010,Strategy,40000,190000,0,50000,pc
PSP,2007,Action,160000,0,0,10000,portable
PS,1997,Simulation,0,0,740000,50000,console
XB,2002,Racing,20000,10000,0,0,console
3DS,2011,Role-Playing,280000,10000,60000,20000,portable
PS2,2000,Action,240000,190000,750000,60000,console
PS,1999,Strategy,0,0,290000,20000,console
DS,2009,Misc,90000,370000,0,70000,portable
PSP,2009,Adventure,0,0,80000,0,portable
PSP,2007,Action,100000,10000,0,10000,portable
X360,2013,Action,120000,90000,0,20000,console
XB,2005,Sports,60000,330000,20000,30000,console
X360,2012,Role-Playing,420000,240000,70000,60000,console
PSP,2009,Adventure,0,0,190000,0,portable
PSV,2015,Adventure,0,0,50000,0,portable
GC,2004,Action,20000,0,0,0,console
DS,2005,Action,150000,20000,0,10000,portable
N64,1997,Puzzle,0,0,160000,30000,console
DS,2009,Sports,130000,0,0,10000,portable
WiiU,2016,Action,480000,300000,80000,80000,portable
XB,2005,Racing,520000,510000,0,20000,console
PS,2000,Shooter,140000,100000,0,20000,console
DS,2006,Misc,0,0,30000,0,portable
PC,2012,Role-Playing,400000,440000,0,130000,pc
PS,2001,Shooter,310000,210000,0,40000,console
GBA,2005,Action,290000,110000,0,10000,portable
XB,2004,Fighting,110000,30000,0,10000,console
PS4,2015,Role-Playing,90000,120000,20000,40000,console
DS,2007,Action,0,0,50000,0,portable
PS2,2007,Sports,500000,20000,0,80000,console
DS,2007,Platform,50000,10000,0,0,portable
GC,2003,Racing,130000,30000,0,0,console
X360,2010,Shooter,1450000,550000,20000,190000,console
PS2,2000,Puzzle,170000,130000,0,40000,console
DS,2009,Adventure,0,0,80000,0,portable
X360,2010,Sports,0,20000,0,0,console
DS,2006,Misc,0,0,90000,0,portable
PS3,2015,Action,0,0,60000,0,console
PC,2015,Action,10000,10000,0,0,pc
PSV,2015,Adventure,0,0,30000,0,portable
PSP,2007,Action,70000,70000,0,30000,portable
DS,2008,Strategy,0,0,30000,0,portable
X360,2012,Shooter,1110000,630000,70000,160000,console
XB,2005,Role-Playing,20000,10000,0,0,console
PS,1999,Action,290000,200000,0,30000,console
PS3,2010,Role-Playing,200000,220000,240000,90000,console
PSV,2013,Role-Playing,130000,0,40000,20000,portable
PSP,2011,Adventure,0,0,50000,0,portable
PSP,2005,Action,2900000,2830000,240000,1750000,portable
PS,2000,Racing,60000,40000,0,10000,console
X360,2008,Shooter,100000,0,10000,10000,console
PS,1998,Shooter,40000,20000,0,0,console
SNES,1993,Sports,0,0,170000,0,console
PS3,2010,Action,60000,30000,550000,20000,console
Wii,2009,Sports,0,20000,0,0,console
PS2,2003,Racing,530000,410000,0,140000,console
PSV,2016,Adventure,0,0,10000,0,portable
PSV,2011,Misc,0,0,20000,0,portable
XB,2006,Racing,100000,30000,0,0,console
PSV,2013,Action,50000,0,0,20000,portable
X360,2010,Adventure,0,0,20000,0,console
DS,2007,Adventure,270000,50000,220000,30000,portable
GC,2001,Misc,80000,20000,0,0,console
X360,2011,Racing,80000,0,0,10000,console
X360,2010,Action,300000,260000,0,60000,console
DS,2009,Simulation,830000,660000,80000,180000,portable
PS2,2006,Role-Playing,0,0,40000,0,console
Wii,2009,Strategy,20000,10000,0,0,console
PS2,2006,Racing,30000,20000,0,10000,console
PC,2015,Strategy,0,80000,0,0,pc
GC,2003,Racing,410000,110000,120000,20000,console
PSP,2005,Adventure,60000,0,0,10000,portable
X360,2007,Sports,160000,0,0,10000,console
Wii,2009,Puzzle,20000,0,0,0,console
PS2,2007,Adventure,0,0,10000,0,console
PS2,2007,Role-Playing,140000,110000,0,40000,console
3DS,2011,Role-Playing,0,50000,480000,0,portable
Wii,2008,Sports,200000,0,0,20000,console
Wii,2008,Adventure,60000,0,0,0,console
DS,2006,Misc,310000,30000,0,30000,portable
PC,2006,Strategy,0,20000,0,0,pc
PS2,2002,Racing,520000,410000,0,140000,console
PS2,2003,Sports,0,0,90000,0,console
PC,2015,Simulation,0,130000,0,10000,pc
PS2,2007,Action,780000,30000,30000,130000,console
DS,2006,Misc,0,0,20000,0,portable
X360,2011,Shooter,260000,110000,0,40000,console
N64,1997,Action,390000,90000,170000,60000,console
NES,1989,Action,3380000,440000,310000,40000,console
PS2,2007,Role-Playing,0,0,10000,0,console
PS3,2007,Shooter,170000,10000,0,20000,console
XB,2002,Action,140000,40000,50000,10000,console
PS3,2015,Action,0,0,50000,0,console
3DS,2014,Misc,130000,80000,150000,20000,portable
PSP,2012,Role-Playing,0,0,20000,0,portable
Wii,2011,Misc,30000,0,0,0,console
SAT,1998,Role-Playing,0,0,30000,0,console
PS3,2012,Adventure,190000,10000,0,20000,console
X360,2010,Racing,180000,590000,10000,100000,console
PC,2002,Role-Playing,0,30000,0,10000,pc
PS2,2003,Fighting,0,0,320000,0,console
PS3,2011,Misc,110000,0,0,10000,console
PS2,2005,Action,540000,20000,0,90000,console
WiiU,2015,Action,30000,20000,0,0,portable
DS,2007,Puzzle,0,480000,0,0,portable
2600,1981,Action,320000,20000,0,0,console
PC,2011,Action,150000,340000,0,100000,pc
PSP,2008,Racing,50000,80000,0,20000,portable
XB,2004,Action,820000,590000,0,70000,console
PS2,2003,Action,210000,160000,0,50000,console
PS,1997,Misc,80000,50000,0,10000,console
X360,2009,Action,430000,140000,0,60000,console
GC,2001,Simulation,1030000,750000,30000,90000,console
PSP,2009,Fighting,0,0,90000,0,portable
WiiU,2015,Role-Playing,100000,40000,60000,10000,portable
PSP,2015,Action,0,0,20000,0,portable
PS,2000,Racing,70000,40000,0,10000,console
XB,2003,Racing,60000,20000,0,0,console
PC,2004,Strategy,10000,60000,0,10000,pc
PS2,2008,Adventure,40000,30000,0,10000,console
PS3,2009,Sports,130000,10000,0,10000,console
XB,2001,Action,520000,160000,0,20000,console
Wii,2006,Strategy,0,0,50000,0,console
DS,2007,Puzzle,50000,0,0,0,portable
PS3,2009,Simulation,350000,520000,40000,90000,console
DS,2006,Adventure,40000,0,0,0,portable
Wii,2009,Action,50000,0,0,0,console
PS3,2009,Action,0,0,240000,0,console
DS,2007,Racing,110000,0,0,10000,portable
Wii,2008,Platform,350000,180000,0,50000,console
XB,2006,Sports,20000,10000,0,0,console
PC,2008,Role-Playing,0,20000,0,0,pc
PS2,2007,Sports,680000,0,0,2460000,console
PSP,2006,Adventure,300000,440000,0,220000,portable
GC,2005,Sports,0,0,20000,0,console
DS,2008,Simulation,340000,10000,0,30000,portable
N64,2000,Sports,10000,0,0,0,console
GC,2005,Action,110000,30000,0,0,console
PS3,2008,Sports,640000,0,0,50000,console
GBA,2003,Puzzle,400000,110000,700000,20000,portable
DS,2009,Role-Playing,130000,20000,210000,10000,portable
X360,2008,Shooter,0,0,30000,0,console
PSP,2006,Misc,0,0,20000,0,portable
3DS,2013,Misc,0,0,290000,0,portable
X360,2013,Action,0,10000,0,0,console
GBA,2005,Strategy,40000,10000,0,0,portable
XB,2005,Shooter,370000,210000,0,30000,console
X360,2008,Misc,210000,0,0,20000,console
3DS,2011,Misc,90000,40000,0,10000,portable
PSP,2009,Simulation,80000,70000,0,40000,portable
DS,2006,Role-Playing,170000,10000,40000,20000,portable
PC,2013,Shooter,230000,410000,0,90000,pc
X360,2015,Sports,0,20000,0,0,console
PS,1996,Sports,100000,70000,240000,30000,console
PS2,2007,Misc,0,0,30000,0,console
PS3,2011,Action,1080000,750000,150000,310000,console
PC,2004,Sports,0,10000,0,0,pc
DS,2008,Role-Playing,0,0,10000,0,portable
PSP,2008,Sports,0,470000,0,20000,portable
PS,1999,Racing,120000,80000,0,10000,console
PS2,2000,Sports,0,0,60000,0,console
PS3,2015,Action,0,0,40000,0,console
2600,1981,Shooter,210000,10000,0,0,console
PS3,2009,Strategy,0,0,40000,0,console
DS,2006,Role-Playing,0,0,20000,0,portable
XB,2005,Racing,40000,10000,0,0,console
PS,2000,Strategy,0,0,750000,50000,console
PS3,2009,Misc,0,160000,0,20000,console
GC,2002,Racing,50000,10000,0,0,console
PC,2009,Adventure,0,10000,0,0,pc
GC,2006,Action,130000,30000,0,0,console
Wii,2009,Role-Playing,100000,10000,10000,10000,console
3DS,2011,Action,70000,20000,0,10000,portable
GBA,2003,Role-Playing,60000,20000,0,0,portable
3DS,2012,Action,0,0,80000,0,portable
GBA,2002,Racing,120000,40000,0,0,portable
XB,2002,Sports,150000,40000,0,10000,console
DS,2006,Misc,0,0,10000,0,portable
PC,2009,Adventure,0,90000,0,20000,pc
PC,2003,Simulation,20000,20000,0,10000,pc
PSP,2006,Puzzle,130000,0,0,10000,portable
PC,1994,Fighting,10000,0,0,0,pc
Wii,2008,Action,480000,10000,0,40000,console
Wii,2010,Racing,40000,0,0,0,console
PS2,2006,Adventure,10000,10000,0,0,console
X360,2010,Sports,470000,0,0,40000,console
DS,2010,Misc,160000,60000,0,20000,portable
GC,2003,Action,180000,50000,0,10000,console
DS,2007,Role-Playing,0,0,140000,0,portable
PSP,2010,Adventure,0,0,40000,0,portable
X360,2010,Sports,380000,260000,0,60000,console
SNES,1996,Racing,0,0,900000,0,console
X360,2009,Action,120000,30000,0,10000,console
3DS,2016,Fighting,0,0,10000,0,portable
X360,2011,Role-Playing,210000,120000,10000,30000,console
PC,2009,Strategy,0,20000,0,10000,pc
X360,2011,Misc,140000,160000,0,30000,console
GC,2002,Sports,330000,90000,0,10000,console
GBA,2006,Role-Playing,0,0,30000,0,portable
N64,1996,Sports,490000,30000,0,0,console
PS2,2004,Adventure,170000,130000,0,40000,console
DS,2008,Misc,130000,0,0,10000,portable
GC,2004,Sports,200000,50000,0,10000,console
PS3,2011,Action,360000,460000,0,170000,console
GB,1990,Sports,0,0,330000,0,portable
PSV,2013,Action,40000,30000,50000,20000,portable
PS2,2001,Fighting,370000,290000,0,100000,console
DS,2006,Simulation,90000,20000,860000,10000,portable
PSP,2010,Role-Playing,0,0,60000,0,portable
XB,2002,Sports,130000,40000,0,10000,console
PS4,2016,Action,0,40000,0,10000,console
PS3,2010,Shooter,240000,190000,0,80000,console
PC,2006,Strategy,0,30000,0,10000,pc
DS,2007,Role-Playing,0,0,90000,0,portable
GC,2004,Sports,50000,10000,0,0,console
XB,2004,Puzzle,40000,10000,0,0,console
DS,2007,Racing,30000,0,0,0,portable
XB,2003,Shooter,210000,60000,0,10000,console
SAT,1997,Shooter,0,0,80000,0,console
WiiU,2016,Adventure,0,10000,0,0,portable
PS2,2003,Simulation,1410000,1120000,0,240000,console
PS3,2006,Simulation,0,0,10000,0,console
PS3,2008,Sports,110000,1340000,400000,260000,console
DS,2010,Action,50000,20000,80000,10000,portable
PS2,2007,Strategy,0,0,10000,0,console
PS2,2005,Misc,0,0,130000,0,console
DS,2009,Role-Playing,0,210000,1180000,30000,portable
X360,2010,Action,420000,180000,10000,50000,console
PSP,2012,Role-Playing,0,0,60000,0,portable
Wii,2011,Misc,0,70000,0,10000,console
PSP,2008,Fighting,0,0,80000,0,portable
Wii,2011,Racing,180000,0,0,10000,console
DS,2008,Shooter,120000,10000,10000,10000,portable
X360,2013,Simulation,20000,70000,0,10000,console
Wii,2010,Platform,1470000,90000,450000,110000,console
X360,2009,Sports,460000,100000,0,50000,console
XB,2002,Sports,670000,20000,0,30000,console
XOne,2016,Sports,30000,90000,0,10000,console
DS,2013,Action,0,10000,0,0,portable
PS,1998,Adventure,60000,40000,0,10000,console
DS,2008,Racing,100000,0,0,10000,portable
X360,2011,Adventure,0,40000,0,10000,console
X360,2011,Action,0,0,30000,0,console
2600,1987,Sports,70000,0,0,0,console
3DS,2011,Action,160000,40000,0,20000,portable
PSP,2007,Strategy,40000,260000,0,140000,portable
GC,2005,Sports,60000,20000,0,0,console
PSP,2004,Sports,500000,500000,630000,330000,portable
GBA,2002,Platform,770000,290000,0,20000,portable
PS,1998,Action,240000,160000,0,30000,console
Wii,2008,Adventure,0,0,10000,0,console
XB,2006,Action,330000,100000,0,20000,console
X360,2007,Shooter,70000,10000,0,10000,console
PS3,2009,Platform,1050000,540000,30000,260000,console
XB,2005,Simulation,40000,10000,0,0,console
DS,2009,Simulation,110000,0,0,10000,portable
Wii,2007,Misc,530000,760000,0,160000,console
PSP,2005,Sports,200000,0,0,20000,portable
DS,2011,Fighting,0,0,350000,0,portable
Wii,2009,Misc,220000,0,0,20000,console
PS2,2005,Shooter,180000,140000,0,50000,console
PS,1996,Action,450000,300000,220000,70000,console
SAT,1996,Role-Playing,0,0,260000,0,console
DS,2007,Simulation,450000,490000,0,110000,portable
X360,2009,Misc,400000,120000,0,50000,console
X360,2009,Action,70000,30000,0,10000,console
PS2,2003,Action,100000,70000,0,20000,console
DS,2012,Puzzle,0,20000,0,0,portable
GC,2005,Action,320000,80000,0,10000,console
X360,2007,Fighting,200000,30000,30000,20000,console
PS2,2002,Action,590000,460000,0,150000,console
PS2,2006,Misc,50000,40000,0,10000,console
GC,2004,Shooter,70000,20000,0,0,console
PC,2000,Strategy,20000,100000,0,20000,pc
DS,2007,Simulation,0,50000,0,10000,portable
PSP,2007,Strategy,110000,140000,0,80000,portable
PS2,2001,Adventure,90000,70000,30000,20000,console
SAT,1996,Role-Playing,0,0,100000,0,console
XOne,2016,Racing,0,10000,0,0,console
PS4,2015,Action,10000,0,80000,0,console
PS2,2002,Adventure,100000,80000,120000,30000,console
Wii,2007,Platform,330000,30000,40000,30000,console
PS3,2014,Action,0,0,260000,0,console
PSP,2012,Fighting,0,0,10000,0,portable
X360,2012,Misc,0,60000,0,10000,console
PC,2009,Action,10000,40000,0,10000,pc
PS2,2005,Action,100000,70000,0,30000,console
PS2,2008,Action,0,0,400000,0,console
PS2,2007,Sports,0,0,40000,0,console
PS2,2001,Racing,6850000,5090000,1870000,1160000,console
Wii,2007,Action,300000,170000,40000,50000,console
PS,1996,Racing,140000,100000,0,20000,console
DS,2008,Adventure,0,0,60000,0,portable
GBA,2002,Role-Playing,80000,30000,0,0,portable
PSV,2015,Action,0,0,50000,0,portable
Wii,2008,Adventure,70000,0,0,10000,console
DS,2009,Simulation,100000,0,0,10000,portable
PS3,2014,Platform,200000,430000,10000,110000,console
PC,2009,Shooter,10000,30000,0,10000,pc
GC,2004,Shooter,10000,0,0,0,console
PS,2002,Adventure,0,0,60000,0,console
Wii,2009,Misc,180000,0,0,10000,console
PS3,2009,Action,110000,150000,0,60000,console
PSP,2010,Misc,0,0,130000,0,portable
PC,2006,Simulation,0,10000,0,0,pc
DS,2010,Platform,20000,0,0,0,portable
XB,2003,Sports,130000,40000,0,10000,console
PS4,2016,Action,0,0,10000,0,console
PS2,2006,Sports,280000,220000,0,70000,console
3DS,2012,Action,150000,110000,100000,20000,portable
X360,2009,Action,170000,50000,0,20000,console
DS,2010,Misc,160000,0,0,10000,portable
3DS,2014,Fighting,0,0,120000,0,portable
SAT,1996,Fighting,0,0,350000,0,console
PS,2002,Action,750000,1090000,20000,120000,console
DS,2007,Puzzle,140000,10000,160000,10000,portable
DS,2010,Strategy,180000,20000,90000,20000,portable
SCD,1994,Racing,0,0,70000,0,console
Wii,2006,Action,3830000,2190000,600000,700000,console
DS,2009,Action,170000,150000,0,40000,portable
XB,2003,Racing,100000,30000,0,0,console
XOne,2015,Action,350000,220000,0,60000,console
PS,1995,Strategy,10000,10000,90000,10000,console
PS2,2010,Shooter,30000,20000,0,10000,console
XOne,2015,Misc,470000,210000,10000,70000,console
PSP,2008,Action,60000,0,200000,10000,portable
X360,2006,Racing,70000,10000,0,10000,console
PS,1997,Action,3790000,270000,0,110000,console
Wii,2008,Sports,1130000,870000,290000,250000,console
3DS,2012,Action,120000,10000,0,10000,portable
PS3,2007,Shooter,320000,330000,50000,140000,console
PS,2000,Sports,150000,100000,0,20000,console
3DS,2012,Role-Playing,130000,20000,140000,10000,portable
PSP,2009,Fighting,0,0,30000,0,portable
